=== RUN TestEsportsPatch684p1
read replay 1458895412 from replays/1458895412.dem
yasha.(*OuterParser).Analyze: got a sendtable yo
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=711 serial=905 index=0 handle=1853440 name=DT_WORLD
yasha.(*Parser).entityCreate: creating pe: tick+35280 classId=318 serial=2 index=1357 handle=5453 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35284 classId=318 serial=496 index=1358 handle=1017166 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35294 classId=318 serial=412 index=1359 handle=845135 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35298 classId=318 serial=238 index=1360 handle=488784 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=318 serial=720 index=1361 handle=1475921 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=499 serial=594 index=1362 handle=1217874 name=DT_DOTA_Unit_Hero_QueenOfPain
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=551 serial=702 index=1366 handle=1439062 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=230 serial=55 index=1367 handle=114007 name=DT_DOTA_Ability_QueenOfPain_Blink
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=551 serial=584 index=1368 handle=1197400 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=231 serial=610 index=1369 handle=1250649 name=DT_DOTA_Unit_Ability_QueenOfPain_SonicWave
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=36 serial=317 index=1370 handle=650586 name=DT_DOTA_Ability_AttributeBonus
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=569 serial=521 index=1371 handle=1068379 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=569 serial=350 index=1372 handle=718172 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=569 serial=219 index=1373 handle=449885 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=569 serial=84 index=1374 handle=173406 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=349 serial=84 index=1375 handle=173407 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=349 serial=93 index=1376 handle=191840 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=362 serial=983 index=1377 handle=2014561 name=DT_DOTA_Item_EmptyBottle
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=395 serial=298 index=1378 handle=611682 name=DT_DOTA_Item_TeleportScroll
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=349 serial=328 index=1379 handle=673123 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=499 serial=708 index=1380 handle=1451364 name=DT_DOTA_Unit_Hero_QueenOfPain
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=551 serial=191 index=1384 handle=392552 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=230 serial=753 index=1385 handle=1543529 name=DT_DOTA_Ability_QueenOfPain_Blink
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=551 serial=82 index=1386 handle=169322 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=231 serial=607 index=1387 handle=1244523 name=DT_DOTA_Unit_Ability_QueenOfPain_SonicWave
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=36 serial=764 index=1388 handle=1566060 name=DT_DOTA_Ability_AttributeBonus
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=569 serial=793 index=1389 handle=1625453 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=569 serial=757 index=1390 handle=1551726 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=569 serial=735 index=1391 handle=1506671 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=569 serial=356 index=1392 handle=730480 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=349 serial=285 index=1393 handle=585073 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=349 serial=828 index=1394 handle=1697138 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=362 serial=594 index=1395 handle=1217907 name=DT_DOTA_Item_EmptyBottle
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=395 serial=454 index=1396 handle=931188 name=DT_DOTA_Item_TeleportScroll
yasha.(*Parser).entityCreate: creating pe: tick+35354 classId=349 serial=17 index=1397 handle=36213 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+35394 classId=318 serial=93 index=1398 handle=191862 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35430 classId=318 serial=305 index=1399 handle=626039 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35466 classId=547 serial=333 index=1400 handle=683384 name=DT_DOTA_Unit_Undying_Tombstone
yasha.(*Parser).entityCreate: creating pe: tick+35466 classId=551 serial=185 index=1401 handle=380281 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35466 classId=548 serial=192 index=1402 handle=394618 name=DT_DOTA_Unit_Undying_Zombie
yasha.(*Parser).entityCreate: creating pe: tick+35466 classId=551 serial=47 index=1403 handle=97659 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35466 classId=551 serial=295 index=1404 handle=605564 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35466 classId=548 serial=830 index=1405 handle=1701245 name=DT_DOTA_Unit_Undying_Zombie
yasha.(*Parser).entityCreate: creating pe: tick+35466 classId=551 serial=175 index=1406 handle=359806 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35466 classId=551 serial=805 index=1407 handle=1650047 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35466 classId=548 serial=2 index=1408 handle=5504 name=DT_DOTA_Unit_Undying_Zombie
yasha.(*Parser).entityCreate: creating pe: tick+35466 classId=551 serial=80 index=1409 handle=165249 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35466 classId=551 serial=879 index=1410 handle=1801602 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35505 classId=349 serial=35 index=1411 handle=73091 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+35505 classId=349 serial=551 index=1412 handle=1129860 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+35557 classId=548 serial=199 index=1413 handle=408965 name=DT_DOTA_Unit_Undying_Zombie
yasha.(*Parser).entityCreate: creating pe: tick+35557 classId=551 serial=273 index=1414 handle=560518 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35557 classId=551 serial=392 index=1415 handle=804231 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35557 classId=548 serial=898 index=1416 handle=1840520 name=DT_DOTA_Unit_Undying_Zombie
yasha.(*Parser).entityCreate: creating pe: tick+35557 classId=551 serial=9 index=1417 handle=19849 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35557 classId=551 serial=319 index=1418 handle=654730 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35557 classId=548 serial=507 index=1419 handle=1039755 name=DT_DOTA_Unit_Undying_Zombie
yasha.(*Parser).entityCreate: creating pe: tick+35557 classId=551 serial=888 index=1420 handle=1820044 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35557 classId=551 serial=844 index=1421 handle=1729933 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35559 classId=349 serial=693 index=1422 handle=1420686 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+35653 classId=349 serial=613 index=1423 handle=1256847 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+35653 classId=400 serial=890 index=1424 handle=1824144 name=DT_DOTA_Item_Ward_Dispenser
yasha.(*Parser).entityCreate: creating pe: tick+35703 classId=379 serial=344 index=1425 handle=705937 name=DT_DOTA_Item_Physical
yasha.(*Parser).entityCreate: creating pe: tick+35737 classId=548 serial=904 index=1426 handle=1852818 name=DT_DOTA_Unit_Undying_Zombie
yasha.(*Parser).entityCreate: creating pe: tick+35737 classId=551 serial=945 index=1427 handle=1936787 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+35737 classId=551 serial=810 index=1428 handle=1660308 name=DT_DOTABaseAbility
yasha.(*Parser).ParsePacket: !!!!!!!!!!! would leave at 888
yasha.(*Parser).entityCreate: creating pe: tick+35801 classId=318 serial=322 index=1429 handle=660885 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35803 classId=318 serial=821 index=1430 handle=1682838 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35807 classId=318 serial=767 index=1431 handle=1572247 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35833 classId=318 serial=592 index=1432 handle=1213848 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35833 classId=318 serial=911 index=1433 handle=1867161 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35849 classId=318 serial=369 index=1434 handle=757146 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35927 classId=318 serial=853 index=1435 handle=1748379 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35929 classId=318 serial=982 index=1436 handle=2012572 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35937 classId=318 serial=401 index=1437 handle=822685 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35989 classId=318 serial=638 index=1438 handle=1308062 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+35991 classId=318 serial=344 index=1439 handle=705951 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36024 classId=318 serial=70 index=1440 handle=144800 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36054 classId=318 serial=537 index=1441 handle=1101217 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36056 classId=318 serial=428 index=1442 handle=877986 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36068 classId=318 serial=63 index=1443 handle=130467 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36146 classId=318 serial=691 index=1444 handle=1416612 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36150 classId=318 serial=129 index=1445 handle=265637 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36180 classId=318 serial=861 index=1446 handle=1764774 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36184 classId=318 serial=293 index=1447 handle=601511 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36198 classId=318 serial=208 index=1448 handle=427432 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36200 classId=318 serial=700 index=1449 handle=1435049 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36234 classId=395 serial=956 index=1450 handle=1959338 name=DT_DOTA_Item_TeleportScroll
yasha.(*Parser).entityCreate: creating pe: tick+36254 classId=349 serial=737 index=1451 handle=1510827 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+36305 classId=318 serial=987 index=1452 handle=2022828 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36307 classId=318 serial=610 index=1453 handle=1250733 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36315 classId=349 serial=346 index=1454 handle=710062 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+36315 classId=349 serial=681 index=1455 handle=1396143 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+36315 classId=383 serial=681 index=1456 handle=1396144 name=DT_DOTA_Item_PowerTreads
yasha.(*Parser).entityCreate: creating pe: tick+36345 classId=349 serial=60 index=1457 handle=124337 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+36345 classId=349 serial=1002 index=1458 handle=2053554 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+36345 classId=349 serial=599 index=1459 handle=1228211 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+36359 classId=404 serial=300 index=1461 handle=615861 name=DT_DOTA_NPC_Observer_Ward_TrueSight
yasha.(*Parser).entityCreate: creating pe: tick+36359 classId=378 serial=434 index=1462 handle=890294 name=DT_DOTA_Item_ObserverWard
yasha.(*Parser).entityCreate: creating pe: tick+36371 classId=318 serial=145 index=1463 handle=298423 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36391 classId=349 serial=511 index=1464 handle=1047992 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+36569 classId=401 serial=802 index=888 handle=1643384 name=DT_DOTA_NeutralSpawner
yasha.(*Parser).entityCreate: creating pe: tick+36569 classId=401 serial=792 index=894 handle=1622910 name=DT_DOTA_NeutralSpawner
yasha.(*Parser).entityCreate: creating pe: tick+36644 classId=349 serial=324 index=1466 handle=665018 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+36700 classId=318 serial=844 index=1467 handle=1729979 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36704 classId=318 serial=859 index=1468 handle=1760700 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36706 classId=318 serial=718 index=1469 handle=1471933 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36714 classId=318 serial=199 index=1470 handle=409022 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36732 classId=318 serial=281 index=1471 handle=576959 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36770 classId=318 serial=801 index=1472 handle=1641920 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36796 classId=395 serial=779 index=1473 handle=1596865 name=DT_DOTA_Item_TeleportScroll
yasha.(*Parser).entityCreate: creating pe: tick+36824 classId=318 serial=858 index=1474 handle=1758658 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36828 classId=320 serial=834 index=1475 handle=1709507 name=DT_DOTA_BaseNPC_Creep_Neutral
yasha.(*Parser).entityCreate: creating pe: tick+36830 classId=318 serial=561 index=1476 handle=1150404 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36836 classId=318 serial=86 index=1477 handle=177605 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36850 classId=318 serial=867 index=1478 handle=1777094 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36886 classId=318 serial=4 index=1479 handle=9671 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36949 classId=318 serial=695 index=1480 handle=1424840 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36957 classId=318 serial=194 index=1481 handle=398793 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).ParsePacket: !!!!!!!!!!! would leave at 889
yasha.(*Parser).entityCreate: creating pe: tick+36963 classId=318 serial=82 index=1482 handle=169418 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36967 classId=318 serial=282 index=1484 handle=579020 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+36987 classId=318 serial=459 index=1485 handle=941517 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37041 classId=318 serial=455 index=1486 handle=933326 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37073 classId=318 serial=402 index=1487 handle=824783 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37085 classId=318 serial=965 index=1488 handle=1977808 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37087 classId=320 serial=526 index=1489 handle=1078737 name=DT_DOTA_BaseNPC_Creep_Neutral
yasha.(*Parser).entityCreate: creating pe: tick+37097 classId=318 serial=611 index=1490 handle=1252818 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37125 classId=318 serial=935 index=1491 handle=1916371 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37155 classId=318 serial=269 index=1492 handle=552404 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37197 classId=318 serial=642 index=1493 handle=1316309 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37201 classId=320 serial=710 index=1494 handle=1455574 name=DT_DOTA_BaseNPC_Creep_Neutral
yasha.(*Parser).entityCreate: creating pe: tick+37344 classId=320 serial=357 index=1495 handle=732631 name=DT_DOTA_BaseNPC_Creep_Neutral
yasha.(*Parser).entityCreate: creating pe: tick+37348 classId=318 serial=208 index=1496 handle=427480 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37524 classId=395 serial=573 index=1497 handle=1175001 name=DT_DOTA_Item_TeleportScroll
yasha.(*Parser).entityCreate: creating pe: tick+37526 classId=349 serial=741 index=1498 handle=1519066 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+37594 classId=318 serial=391 index=1499 handle=802267 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37602 classId=320 serial=85 index=1500 handle=175580 name=DT_DOTA_BaseNPC_Creep_Neutral
yasha.(*Parser).entityCreate: creating pe: tick+37628 classId=318 serial=122 index=1501 handle=251357 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37644 classId=318 serial=1020 index=1502 handle=2090462 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37652 classId=318 serial=316 index=1503 handle=648671 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37652 classId=318 serial=909 index=1504 handle=1863136 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37672 classId=318 serial=188 index=1505 handle=386529 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37710 classId=318 serial=175 index=1506 handle=359906 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37780 classId=318 serial=852 index=1507 handle=1746403 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37812 classId=318 serial=967 index=1508 handle=1981924 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37826 classId=318 serial=563 index=1509 handle=1154533 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37826 classId=318 serial=267 index=1510 handle=548326 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37826 classId=318 serial=765 index=1511 handle=1568231 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37832 classId=320 serial=194 index=1513 handle=398825 name=DT_DOTA_BaseNPC_Creep_Neutral
yasha.(*Parser).entityCreate: creating pe: tick+37832 classId=551 serial=976 index=1514 handle=2000362 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+37834 classId=349 serial=821 index=1515 handle=1682923 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+37860 classId=320 serial=913 index=1516 handle=1871340 name=DT_DOTA_BaseNPC_Creep_Neutral
yasha.(*Parser).entityCreate: creating pe: tick+37860 classId=551 serial=851 index=1517 handle=1744365 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+37868 classId=318 serial=169 index=1518 handle=347630 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37890 classId=349 serial=47 index=1519 handle=97775 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+37930 classId=318 serial=59 index=1520 handle=122352 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37942 classId=318 serial=594 index=1521 handle=1218033 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37978 classId=318 serial=508 index=1522 handle=1041906 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+37988 classId=547 serial=792 index=1523 handle=1623539 name=DT_DOTA_Unit_Undying_Tombstone
yasha.(*Parser).entityCreate: creating pe: tick+37988 classId=551 serial=9 index=1524 handle=19956 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+38000 classId=318 serial=135 index=736 handle=277216 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38000 classId=318 serial=909 index=1285 handle=1862917 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38010 classId=349 serial=748 index=123 handle=1532027 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+38062 classId=318 serial=91 index=124 handle=186492 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38082 classId=318 serial=410 index=125 handle=839805 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38146 classId=318 serial=82 index=141 handle=168077 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38174 classId=318 serial=268 index=143 handle=549007 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38174 classId=318 serial=360 index=153 handle=737433 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38258 classId=318 serial=595 index=154 handle=1218714 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38366 classId=390 serial=954 index=155 handle=1953947 name=DT_DOTA_Item_Rune
yasha.(*Parser).entityCreate: creating pe: tick+38366 classId=390 serial=58 index=168 handle=118952 name=DT_DOTA_Item_Rune
yasha.(*Parser).entityCreate: creating pe: tick+38370 classId=401 serial=979 index=889 handle=2005881 name=DT_DOTA_NeutralSpawner
yasha.(*Parser).entityCreate: creating pe: tick+38494 classId=318 serial=2 index=169 handle=4265 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38504 classId=318 serial=680 index=170 handle=1392810 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38510 classId=318 serial=777 index=183 handle=1591479 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38522 classId=318 serial=165 index=184 handle=338104 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38570 classId=318 serial=778 index=185 handle=1593529 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38578 classId=395 serial=97 index=200 handle=198856 name=DT_DOTA_Item_TeleportScroll
yasha.(*Parser).entityCreate: creating pe: tick+38578 classId=318 serial=546 index=201 handle=1118409 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38608 classId=318 serial=655 index=202 handle=1341642 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38628 classId=318 serial=747 index=214 handle=1530070 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38642 classId=318 serial=795 index=215 handle=1628375 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38652 classId=349 serial=374 index=229 handle=766181 name=DT_DOTA_Item
yasha.(*Parser).entityCreate: creating pe: tick+38666 classId=318 serial=414 index=230 handle=848102 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38724 classId=318 serial=719 index=231 handle=1472743 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38754 classId=318 serial=193 index=242 handle=395506 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38762 classId=318 serial=641 index=243 handle=1313011 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38774 classId=318 serial=150 index=244 handle=307444 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38778 classId=318 serial=745 index=43 handle=1525803 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38810 classId=318 serial=811 index=1530 handle=1662458 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38820 classId=320 serial=501 index=44 handle=1026092 name=DT_DOTA_BaseNPC_Creep_Neutral
yasha.(*Parser).entityCreate: creating pe: tick+38838 classId=318 serial=308 index=51 handle=630835 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38878 classId=318 serial=501 index=1538 handle=1027586 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38906 classId=318 serial=692 index=54 handle=1417270 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).ParsePacket: !!!!!!!!!!! would leave at 894
yasha.(*Parser).entityCreate: creating pe: tick+38954 classId=318 serial=65 index=394 handle=133514 name=DT_DOTA_BaseNPC_Creep_Lane
yasha.(*Parser).entityCreate: creating pe: tick+38954 classId=318 serial=411 index=1541 handle=843269 name=DT_DOTA_BaseNPC_Creep_Lane
